Date,BTC-USD,ETH-USD,XRP-USD,DOGE-USD,USDT-USD
2022-01-01 00:00:00+00:00,47686.8125,3769.697021484375,0.8494719862937927,0.17303499579429626,1.000499963760376
2022-01-02 00:00:00+00:00,47345.21875,3829.56494140625,0.8591179847717285,0.17440299689769745,1.0004600286483765
2022-01-03 00:00:00+00:00,46458.1171875,3761.38037109375,0.8328850269317627,0.170087993144989,1.0001649856567383
2022-01-04 00:00:00+00:00,45897.57421875,3794.056640625,0.8246729969978333,0.16880300641059875,1.0002080202102661
2022-01-05 00:00:00+00:00,43569.00390625,3550.386962890625,0.7743579745292664,0.15941999852657318,1.0001219511032104
2022-01-06 00:00:00+00:00,43160.9296875,3418.408203125,0.7813460230827332,0.16021299362182617,1.000195026397705
2022-01-07 00:00:00+00:00,41557.90234375,3193.21044921875,0.7630739808082581,0.155022993683815,1.0002520084381104
2022-01-08 00:00:00+00:00,41733.94140625,3091.97265625,0.7476879954338074,0.15195399522781372,1.0000970363616943
2022-01-09 00:00:00+00:00,41911.6015625,3157.75146484375,0.7545049786567688,0.15106500685214996,1.0002570152282715
2022-01-10 00:00:00+00:00,41821.26171875,3083.097900390625,0.7393350005149841,0.1433590054512024,1.000180959701538
2022-01-11 00:00:00+00:00,42735.85546875,3238.111572265625,0.7705540060997009,0.1533990055322647,1.0003620386123657
2022-01-12 00:00:00+00:00,43949.1015625,3372.25830078125,0.7995479702949524,0.16165199875831604,1.000290036201477
2022-01-13 00:00:00+00:00,42591.5703125,3248.28857421875,0.7683280110359192,0.17204299569129944,1.000404953956604
2022-01-14 00:00:00+00:00,43099.69921875,3310.00146484375,0.7742969989776611,0.18354900181293488,1.0002830028533936
2022-01-15 00:00:00+00:00,43177.3984375,3330.53076171875,0.7814229726791382,0.18510299921035767,1.000641942024231
2022-01-16 00:00:00+00:00,43113.87890625,3350.921875,0.778954029083252,0.17717599868774414,1.0004169940948486
2022-01-17 00:00:00+00:00,42250.55078125,3212.304931640625,0.7627419829368591,0.1711450070142746,1.0003679990768433
2022-01-18 00:00:00+00:00,42375.6328125,3164.025146484375,0.7526310086250305,0.16548499464988708,1.0004199743270874
2022-01-19 00:00:00+00:00,41744.328125,3095.825927734375,0.739749014377594,0.16235600411891937,1.0004899501800537
2022-01-20 00:00:00+00:00,40680.41796875,3001.1201171875,0.7194210290908813,0.15520399808883667,1.0002570152282715
2022-01-21 00:00:00+00:00,36457.31640625,2557.931640625,0.6357380151748657,0.14263999462127686,1.000177025794983
2022-01-22 00:00:00+00:00,35030.25,2405.18115234375,0.5960419774055481,0.13289199769496918,1.0001579523086548
2022-01-23 00:00:00+00:00,36276.8046875,2535.0390625,0.6287559866905212,0.14186300337314606,1.0004910230636597
2022-01-24 00:00:00+00:00,36654.328125,2440.352294921875,0.6121389865875244,0.1377979964017868,1.0004390478134155
2022-01-25 00:00:00+00:00,36954.00390625,2455.93505859375,0.617563009262085,0.14304900169372559,1.0006040334701538
2022-01-26 00:00:00+00:00,36852.12109375,2468.0302734375,0.6220719814300537,0.14378899335861206,1.0006300210952759
2022-01-27 00:00:00+00:00,37138.234375,2423.001220703125,0.6087700128555298,0.1412470042705536,1.0003440380096436
2022-01-28 00:00:00+00:00,37784.33203125,2547.092041015625,0.6125119924545288,0.14165599644184113,1.00034499168396
2022-01-29 00:00:00+00:00,38138.1796875,2597.084716796875,0.6169350147247314,0.1430560052394867,1.0003620386123657
2022-01-30 00:00:00+00:00,37917.6015625,2603.466552734375,0.603181004524231,0.13947099447250366,1.0003410577774048
2022-01-31 00:00:00+00:00,38483.125,2688.27880859375,0.6191490292549133,0.1418049931526184,1.0004849433898926
2022-02-01 00:00:00+00:00,38743.2734375,2792.1171875,0.6292330026626587,0.14263099431991577,1.0004260540008545
2022-02-02 00:00:00+00:00,36952.984375,2682.85400390625,0.6014829874038696,0.13723500072956085,1.000380039215088
2022-02-03 00:00:00+00:00,37154.6015625,2679.16259765625,0.6076840162277222,0.1375409960746765,1.0003859996795654
2022-02-04 00:00:00+00:00,41500.875,2983.5869140625,0.6558769941329956,0.14750300347805023,1.0005630254745483
2022-02-05 00:00:00+00:00,41441.1640625,3014.648193359375,0.6671270132064819,0.1471409946680069,1.000594973564148
2022-02-06 00:00:00+00:00,42412.43359375,3057.47607421875,0.6836469769477844,0.15376999974250793,1.0006790161132812
2022-02-07 00:00:00+00:00,43840.28515625,3142.470703125,0.8278189897537231,0.1655779927968979,1.0005550384521484
2022-02-08 00:00:00+00:00,44118.4453125,3122.608642578125,0.8781939744949341,0.15840500593185425,1.0006190538406372
2022-02-09 00:00:00+00:00,44338.796875,3239.45703125,0.8706269860267639,0.1591230034828186,1.0007439851760864
2022-02-10 00:00:00+00:00,43565.11328125,3077.482177734375,0.8300099968910217,0.15188899636268616,1.0007259845733643
2022-02-11 00:00:00+00:00,42407.9375,2927.383544921875,0.7602260112762451,0.14484700560569763,1.000722050666809
2022-02-12 00:00:00+00:00,42244.46875,2917.36279296875,0.8224080204963684,0.14440500736236572,1.000601053237915
2022-02-13 00:00:00+00:00,42197.515625,2883.46337890625,0.8102729916572571,0.14894799888134003,1.0004559755325317
2022-02-14 00:00:00+00:00,42586.91796875,2933.47900390625,0.8022180199623108,0.14600299298763275,1.000512957572937
2022-02-15 00:00:00+00:00,44575.203125,3179.877197265625,0.8523330092430115,0.151760995388031,1.0005849599838257
2022-02-16 00:00:00+00:00,43961.859375,3127.830078125,0.8390359878540039,0.14909499883651733,1.000396966934204
2022-02-17 00:00:00+00:00,40538.01171875,2881.48193359375,0.7671729922294617,0.1385519951581955,1.0005149841308594
2022-02-18 00:00:00+00:00,40030.9765625,2785.7275390625,0.7858899831771851,0.1387680023908615,1.0005589723587036
2022-02-19 00:00:00+00:00,40122.15625,2763.701171875,0.8225280046463013,0.14120599627494812,1.0005760192871094
2022-02-20 00:00:00+00:00,38431.37890625,2628.6484375,0.7782959938049316,0.13686800003051758,1.0004080533981323
2022-02-21 00:00:00+00:00,37075.28125,2573.816162109375,0.70346599817276,0.12849000096321106,1.0005019903182983
2022-02-22 00:00:00+00:00,38286.02734375,2639.29931640625,0.722832977771759,0.13155299425125122,1.000704050064087
2022-02-23 00:00:00+00:00,37296.5703125,2590.359619140625,0.6987460255622864,0.12784600257873535,1.0004980564117432
2022-02-24 00:00:00+00:00,38332.609375,2598.067138671875,0.6962720155715942,0.12381300330162048,1.0006359815597534
2022-02-25 00:00:00+00:00,39214.21875,2764.53564453125,0.7689030170440674,0.12757599353790283,1.000473976135254
2022-02-26 00:00:00+00:00,39105.1484375,2781.11181640625,0.7509729862213135,0.12764699757099152,1.000396966934204
2022-02-27 00:00:00+00:00,37709.78515625,2621.8017578125,0.721992015838623,0.12311100214719772,1.0004910230636597
2022-02-28 00:00:00+00:00,43193.234375,2919.201171875,0.782043993473053,0.13315600156784058,1.0003509521484375
2022-03-01 00:00:00+00:00,44354.63671875,2972.485107421875,0.7848619818687439,0.1339379996061325,1.0004520416259766
2022-03-02 00:00:00+00:00,43924.1171875,2950.118408203125,0.7684959769248962,0.1329900026321411,1.0004669427871704
2022-03-03 00:00:00+00:00,42451.7890625,2834.468994140625,0.7521849870681763,0.12961000204086304,1.0000170469284058
2022-03-04 00:00:00+00:00,39137.60546875,2617.156005859375,0.7126719951629639,0.12259099632501602,1.0001970529556274
2022-03-05 00:00:00+00:00,39400.5859375,2664.8310546875,0.7548999786376953,0.12499599903821945,1.0002750158309937
2022-03-06 00:00:00+00:00,38419.984375,2555.037353515625,0.7259939908981323,0.12076599895954132,1.0002440214157104
2022-03-07 00:00:00+00:00,38062.0390625,2497.771240234375,0.7232869863510132,0.11710499972105026,1.0001230239868164
2022-03-08 00:00:00+00:00,38737.26953125,2576.74755859375,0.7209770083427429,0.11702899634838104,1.0002820491790771
2022-03-09 00:00:00+00:00,41982.92578125,2729.783447265625,0.7672359943389893,0.12158799916505814,1.0002939701080322
2022-03-10 00:00:00+00:00,39437.4609375,2608.048583984375,0.7374650239944458,0.1168849989771843,1.0005650520324707
2022-03-11 00:00:00+00:00,38794.97265625,2559.56298828125,0.8021550178527832,0.11560200154781342,1.0002000331878662
2022-03-12 00:00:00+00:00,38904.01171875,2574.754150390625,0.7865869998931885,0.11513599753379822,1.000080943107605
2022-03-13 00:00:00+00:00,37849.6640625,2518.944580078125,0.7613509893417358,0.11160799860954285,1.0001989603042603
2022-03-14 00:00:00+00:00,39666.75390625,2590.696044921875,0.7746559977531433,0.11404799669981003,1.0002189874649048
2022-03-15 00:00:00+00:00,39338.78515625,2620.149658203125,0.7667829990386963,0.1127839982509613,1.0003340244293213
2022-03-16 00:00:00+00:00,41143.9296875,2772.0556640625,0.793537974357605,0.116907998919487,1.0004349946975708
2022-03-17 00:00:00+00:00,40951.37890625,2814.8544921875,0.7935029864311218,0.11650200188159943,1.000499963760376
2022-03-18 00:00:00+00:00,41801.15625,2945.343017578125,0.7982659935951233,0.11930599808692932,1.0004830360412598
2022-03-19 00:00:00+00:00,42190.65234375,2946.257080078125,0.8193730115890503,0.12356899678707123,1.0005099773406982
2022-03-20 00:00:00+00:00,41247.82421875,2860.459228515625,0.8061209917068481,0.11915399879217148,1.000427007675171
2022-03-21 00:00:00+00:00,41077.99609375,2897.9765625,0.8381519913673401,0.1193389967083931,1.0003470182418823
2022-03-22 00:00:00+00:00,42358.80859375,2973.131103515625,0.8370969891548157,0.12248100340366364,1.00033700466156
2022-03-23 00:00:00+00:00,42892.95703125,3031.067138671875,0.8378869891166687,0.12972700595855713,1.0004090070724487
2022-03-24 00:00:00+00:00,43960.93359375,3108.06201171875,0.8429679870605469,0.13654999434947968,1.000599980354309
2022-03-25 00:00:00+00:00,44348.73046875,3106.67138671875,0.8251270055770874,0.13101300597190857,1.00040602684021
2022-03-26 00:00:00+00:00,44500.828125,3143.178955078125,0.8327720165252686,0.13586799800395966,1.0003609657287598
2022-03-27 00:00:00+00:00,46820.4921875,3291.57763671875,0.8573430180549622,0.14473199844360352,1.0003759860992432
2022-03-28 00:00:00+00:00,47128.00390625,3336.634521484375,0.8633040189743042,0.14265699684619904,1.0004119873046875
2022-03-29 00:00:00+00:00,47465.73046875,3401.98779296875,0.8579999804496765,0.1444700062274933,1.0004500150680542
2022-03-30 00:00:00+00:00,47062.6640625,3385.157958984375,0.8608139753341675,0.14320999383926392,1.0002779960632324
2022-03-31 00:00:00+00:00,45538.67578125,3281.642822265625,0.8145639896392822,0.13782599568367004,1.0003039836883545
2022-04-01 00:00:00+00:00,46281.64453125,3449.55224609375,0.8277400135993958,0.14131499826908112,1.000357985496521
2022-04-02 00:00:00+00:00,45868.94921875,3445.059326171875,0.8249189853668213,0.13891300559043884,1.0003440380096436
2022-04-03 00:00:00+00:00,46453.56640625,3522.83349609375,0.8429499864578247,0.14645299315452576,1.0002729892730713
2022-04-04 00:00:00+00:00,46622.67578125,3521.2412109375,0.8272510170936584,0.14859099686145782,1.0002280473709106
2022-04-05 00:00:00+00:00,45555.9921875,3411.79248046875,0.8176419734954834,0.1729069948196411,1.0001939535140991
2022-04-06 00:00:00+00:00,43206.73828125,3171.69189453125,0.7613139748573303,0.14341700077056885,1.000154972076416
2022-04-07 00:00:00+00:00,43503.84765625,3233.274658203125,0.7879999876022339,0.14610199630260468,1.0002620220184326
2022-04-08 00:00:00+00:00,42287.6640625,3192.073974609375,0.7540559768676758,0.14254899322986603,1.0002880096435547
2022-04-09 00:00:00+00:00,42782.13671875,3261.916259765625,0.7635849714279175,0.14430299401283264,1.000372052192688
2022-04-10 00:00:00+00:00,42207.671875,3211.866943359375,0.7566140294075012,0.14953500032424927,1.0002919435501099
2022-04-11 00:00:00+00:00,39521.90234375,2981.05224609375,0.6950230002403259,0.1346540004014969,1.0003479719161987
2022-04-12 00:00:00+00:00,40127.18359375,3030.37646484375,0.7166140079498291,0.13807600736618042,1.0004349946975708
2022-04-13 00:00:00+00:00,41166.73046875,3118.34423828125,0.7238500118255615,0.14008000493049622,1.0002750158309937
2022-04-14 00:00:00+00:00,39935.515625,3019.909423828125,0.7268189787864685,0.14392000436782837,1.0001269578933716
2022-04-15 00:00:00+00:00,40553.46484375,3040.91650390625,0.7856749892234802,0.14602600038051605,1.0002390146255493
2022-04-16 00:00:00+00:00,40424.484375,3062.310302734375,0.781840980052948,0.14371199905872345,1.0002959966659546
2022-04-17 00:00:00+00:00,39716.953125,2993.4033203125,0.7531539797782898,0.13945899903774261,1.0003139972686768
2022-04-18 00:00:00+00:00,40826.21484375,3057.606689453125,0.7680169939994812,0.14028599858283997,1.0002180337905884
2022-04-19 00:00:00+00:00,41502.75,3104.1064453125,0.7750629782676697,0.14266499876976013,1.0003429651260376
2022-04-20 00:00:00+00:00,41374.37890625,3077.745849609375,0.7521780133247375,0.14087800681591034,1.000201940536499
